fecha,hora,precio,weekday
1997-12-07,11.5,133.44845833333332,6
1997-12-08,11.5,121.328375,0
1997-12-09,11.5,127.396125,1
1997-12-10,11.5,120.92008333333332,2
1997-12-11,11.5,133.76816666666667,3
1997-12-12,11.5,116.67454166666666,4
1997-12-13,11.5,122.58033333333331,5
1997-12-14,11.5,117.49404166666666,6
1997-12-15,11.5,130.49779166666667,0
1997-12-16,11.5,131.68475,1
1997-12-17,11.5,148.82779166666668,2
1997-12-18,11.5,146.85854166666667,3
1997-12-19,11.5,150.75258333333332,4
1997-12-20,11.5,126.65791666666668,5
1997-12-21,11.5,114.236,6
1997-12-22,11.5,133.807,0
1997-12-23,11.5,126.56804166666667,1
1997-12-24,11.5,128.45354166666667,2
1997-12-25,11.5,85.47775,3
1997-12-26,11.5,113.5565,4
1997-12-27,11.5,124.992,5
1997-12-28,11.5,127.97945833333334,6
1997-12-29,11.5,154.53370833333335,0
1997-12-30,11.5,120.36420833333334,1
1997-12-31,11.5,124.289375,2
1998-01-01,11.5,128.93621166666668,3
1998-01-02,11.5,128.9335033333333,4
1998-01-03,11.5,126.39564340425532,5
1998-01-04,11.5,113.60092000000002,6
1998-01-05,11.5,120.78175333333331,0
1998-01-06,11.5,130.93102869565217,1
1998-01-07,11.5,145.64838808510638,2
1998-01-08,11.5,136.98117,3
1998-01-09,11.5,129.88575333333333,4
1998-01-10,11.5,131.59542,5
1998-01-11,11.5,123.24371166666668,6
1998-01-12,11.5,120.05275333333331,0
1998-01-13,11.5,124.823795,1
1998-01-14,11.5,125.99300333333332,2
1998-01-15,11.5,122.851045,3
1998-01-16,11.5,125.62867,4
1998-01-17,11.5,124.66162833333334,5
1998-01-18,11.5,144.18621166666668,6
1998-01-19,11.5,122.90942,0
1998-01-20,11.5,130.79583666666667,1
1998-01-21,11.5,132.81908666666666,2
1998-01-22,11.5,151.70112833333334,3
1998-01-23,11.5,171.93912833333334,4
1998-01-24,11.5,167.20458666666667,5
1998-01-25,11.5,151.09221166666666,6
1998-01-26,11.5,146.49833666666666,0
1998-01-27,11.5,145.333295,1
1998-01-28,11.5,132.814045,2
1998-01-29,11.5,127.58867,3
1998-01-30,11.5,131.918045,4
1998-01-31,11.5,130.79608666666667,5
1998-02-01,11.5,129.71809333333331,6
1998-02-02,11.5,133.13105166666668,0
1998-02-03,11.5,136.25851,1
1998-02-04,11.5,137.01867666666666,2
1998-02-05,11.5,196.00267666666664,3
1998-02-06,11.5,183.99426000000005,4
1998-02-07,11.5,192.70576,5
1998-02-08,11.5,170.99725999999998,6
1998-02-09,11.5,179.044135,0
1998-02-10,11.5,194.74001,1
1998-02-11,11.5,194.86434333333327,2
1998-02-12,11.5,164.91692666666668,3
1998-02-13,11.5,160.833885,4
1998-02-14,11.5,185.96080166666664,5
1998-02-15,11.5,215.1945933333333,6
1998-02-16,11.5,167.35442666666668,0
1998-02-17,11.5,152.95901,1
1998-02-18,11.5,157.254885,2
1998-02-19,11.5,166.13209333333333,3
1998-02-20,11.5,165.73105166666667,4
1998-02-21,11.5,88.74605166666667,5
1998-02-22,11.5,94.18955166666666,6
1998-02-23,11.5,95.26559333333334,0
1998-02-24,11.5,93.32580166666666,1
1998-02-25,11.5,103.99171833333332,2
1998-02-26,11.5,103.284885,3
1998-02-27,11.5,104.66730166666667,4
1998-02-28,11.5,97.51917666666668,5
1998-03-01,11.5,100.251685,6
1998-03-02,11.5,95.98406,0
1998-03-03,11.5,105.21835166666666,1
1998-03-04,11.5,100.50214333333334,2
1998-03-05,11.5,88.53085166666666,3
1998-03-06,11.5,93.11172666666666,4
1998-03-07,11.5,96.69260166666668,5
1998-03-08,11.5,95.87118499999998,6
1998-03-09,11.5,94.22976833333333,0
1998-03-10,11.5,92.87560166666668,1
1998-03-11,11.5,97.20485166666668,2
1998-03-12,11.5,95.456685,3
1998-03-13,11.5,95.33456,4
1998-03-14,11.5,88.96460166666667,5
1998-03-15,11.5,83.43614333333333,6
1998-03-16,11.5,91.61785166666668,0
1998-03-17,11.5,89.26551833333333,1
1998-03-18,11.5,92.37735166666666,2
1998-03-19,11.5,91.941685,3
1998-03-20,11.5,96.93347666666666,4
1998-03-21,11.5,96.41560166666666,5
1998-03-22,11.5,94.46706,6
1998-03-23,11.5,91.945685,0
1998-03-24,11.5,90.96497666666666,1
1998-03-25,11.5,89.11239333333333,2
1998-03-26,11.5,85.89760166666667,3
1998-03-27,11.5,80.698435,4
1998-03-28,11.5,80.57322666666667,5
1998-03-29,11.5,83.90331,6
1998-03-30,11.5,76.90556,0
1998-03-31,11.5,76.54064333333334,1
1998-04-01,11.5,84.43511833333334,2
1998-04-02,11.5,73.05761833333334,3
1998-04-03,11.5,73.343035,4
1998-04-04,11.5,70.39045166666666,5
1998-04-05,11.5,65.68236833333333,6
1998-04-06,11.5,66.65757666666667,0
1998-04-07,11.5,66.26807666666666,1
1998-04-08,11.5,66.41374333333333,2
1998-04-09,11.5,57.32086833333333,3
1998-04-10,11.5,58.28745166666667,4
1998-04-11,11.5,58.60432666666667,5
1998-04-12,11.5,56.48199333333333,6
1998-04-13,11.5,61.990451666666665,0
1998-04-14,11.5,60.972785,1
1998-04-15,11.5,63.56020166666667,2
1998-04-16,11.5,59.876285,3
1998-04-17,11.5,63.71057666666667,4
1998-04-18,11.5,56.651826666666665,5
1998-04-19,11.5,53.679701666666666,6
1998-04-20,11.5,54.174868333333336,0
1998-04-21,11.5,49.840493333333335,1
1998-04-22,11.5,47.13549333333333,2
1998-04-23,11.5,44.06799333333333,3
1998-04-24,11.5,42.257576666666665,4
1998-04-25,11.5,37.737285,5
1998-04-26,11.5,35.476576666666666,6
1998-04-27,11.5,34.886285,0
1998-04-28,11.5,32.57066,1
1998-04-29,11.5,33.804993333333336,2
1998-04-30,11.5,33.59741,3
1998-05-01,11.5,30.77016,4
1998-05-02,11.5,31.37349333333333,5
1998-05-03,11.5,31.97557666666667,6
1998-05-04,11.5,30.57049333333333,0
1998-05-05,11.5,28.38941,1
1998-05-06,11.5,23.488326666666666,2
1998-05-07,11.5,24.909243333333333,3
1998-05-08,11.5,22.89016,4
1998-05-09,11.5,25.395576666666667,5
1998-05-10,11.5,21.821493333333333,6
1998-05-11,11.5,23.609993333333332,0
1998-05-12,11.5,25.19174333333333,1
1998-05-13,11.5,26.119701666666668,2
1998-05-14,11.5,26.16516,3
1998-05-15,11.5,27.39016,4
1998-05-16,11.5,26.23016,5
1998-05-17,11.5,27.51516,6
1998-05-18,11.5,29.24016,0
1998-05-19,11.5,25.79807666666667,1
1998-05-20,11.5,24.72766,2
1998-05-21,11.5,27.442535000000003,3
1998-05-22,11.5,27.87624333333333,4
1998-05-23,11.5,25.90699333333333,5
1998-05-24,11.5,23.313076666666664,6
1998-05-25,11.5,24.192243333333334,0
1998-05-26,11.5,27.98624333333333,1
1998-05-27,11.5,26.103076666666663,2
1998-05-28,11.5,25.84857666666667,3
1998-05-29,11.5,20.450576666666667,4
1998-05-30,11.5,18.76266,5
1998-05-31,11.5,17.64716,6
1998-06-01,11.5,18.584323333333334,0
1998-06-02,11.5,18.98890666666667,1
1998-06-03,11.5,19.176365,2
1998-06-04,11.5,18.43099,3
1998-06-05,11.5,19.35128166666667,4
1998-06-06,11.5,19.588906666666663,5
1998-06-07,11.5,18.27974,6
1998-06-08,11.5,19.13057333333333,0
1998-06-09,11.5,18.23849,1
1998-06-10,11.5,18.361823333333334,2
1998-06-11,11.5,19.74682333333333,3
1998-06-12,11.5,18.36224,4
1998-06-13,11.5,18.36974,5
1998-06-14,11.5,17.56849,6
1998-06-15,11.5,17.407656666666668,0
1998-06-16,11.5,18.59849,1
1998-06-17,11.5,20.315573333333333,2
1998-06-18,11.5,19.973073333333332,3
1998-06-19,11.5,18.32807333333333,4
1998-06-20,11.5,19.53224,5
1998-06-21,11.5,18.268906666666663,6
